NUM_POSTE;NOM_USUEL;LAT;LON;ALTI;AAAAMMJJ;RR;QRR;TN;QTN;HTN;QHTN;TX;QTX;HTX;QHTX;TM;QTM;TNTXM;QTNTXM;TAMPLI;QTAMPLI;TNSOL;QTNSOL;TN50;QTN50;DG;QDG;FFM;QFFM;FF2M;QFF2M;FXY;QFXY;DXY;QDXY;HXY;QHXY;FXI;QFXI;DXI;QDXI;HXI;QHXI;FXI2;QFXI2;DXI2;QDXI2;HXI2;QHXI2;FXI3S;QFXI3S;DXI3S;QDXI3S;HXI3S;QHXI3S
 75106001;LUXEMBOURG;48.844667;2.333833;46;20230101;4.6;1;11.7;1;1450;9;15.3;1;2304;9;13.6;1;13.5;1;3.6;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 75106001;LUXEMBOURG;48.844667;2.333833;46;20230102;1.4;1;10.0;1;1755;9;12.9;1;1322;9;10.7;1;11.5;1;2.9;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 75106001;LUXEMBOURG;48.844667;2.333833;46;20230103;1.6;1;5.7;1;252;9;11.2;1;539;9;8.4;1;8.5;1;5.5;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 75106001;LUXEMBOURG;48.844667;2.333833;46;20230104;0.4;1;9.5;1;1801;9;14.3;1;1949;9;12.5;1;11.9;1;4.8;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 75106001;LUXEMBOURG;48.844667;2.333833;46;20230105;0.4;1;11.9;1;1724;9;14.1;1;1326;9;12.9;1;13.0;1;2.2;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 75106001;LUXEMBOURG;48.844667;2.333833;46;20230106;0.0;1;10.9;1;309;9;13.6;1;1443;9;12.0;1;12.3;1;2.7;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 75106001;LUXEMBOURG;48.844667;2.333833;46;20230107;3.2;1;8.2;1;744;9;11.5;1;1229;9;10.4;1;9.9;1;3.3;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 75106001;LUXEMBOURG;48.844667;2.333833;46;20230108;1.8;1;8.1;1;702;9;11.6;1;1351;9;9.7;1;9.9;1;3.5;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 75106001;LUXEMBOURG;48.844667;2.333833;46;20230109;3.6;1;6.6;1;1740;9;9.8;1;1205;9;7.7;1;8.2;1;3.2;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 75106001;LUXEMBOURG;48.844667;2.333833;46;20230110;4.0;1;5.1;1;507;9;12.7;1;313;9;8.1;1;8.9;1;7.6;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 75106001;LUXEMBOURG;48.844667;2.333833;46;20230111;0.0;1;10.5;1;1801;9;12.7;1;1352;9;11.2;1;11.6;1;2.2;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 75106001;LUXEMBOURG;48.844667;2.333833;46;20230112;2.2;1;9.7;1;2250;9;12.2;1;1502;9;11.3;1;11.0;1;2.5;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 75106001;LUXEMBOURG;48.844667;2.333833;46;20230113;0.2;1;9.0;1;751;9;11.8;1;1233;9;9.9;1;10.4;1;2.8;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 75106001;LUXEMBOURG;48.844667;2.333833;46;20230114;15.1;1;8.3;1;108;9;12.6;1;1753;9;10.5;1;10.5;1;4.3;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 75106001;LUXEMBOURG;48.844667;2.333833;46;20230115;5.6;1;6.3;1;737;9;10.0;1;1351;9;7.7;1;8.2;1;3.7;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 75106001;LUXEMBOURG;48.844667;2.333833;46;20230116;2.4;1;4.7;1;929;9;7.0;1;601;9;5.7;1;5.9;1;2.3;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 75106001;LUXEMBOURG;48.844667;2.333833;46;20230117;0.4;1;1.5;1;210;9;4.4;1;1211;9;2.9;1;3.0;1;2.9;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 75106001;LUXEMBOURG;48.844667;2.333833;46;20230118;0.0;1;0.2;1;729;9;6.9;1;1341;9;2.9;1;3.6;1;6.7;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 75106001;LUXEMBOURG;48.844667;2.333833;46;20230119;1.4;1;0.8;1;732;9;3.4;1;1213;9;1.9;1;2.1;1;2.6;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 75106001;LUXEMBOURG;48.844667;2.333833;46;20230120;0.2;1;0.5;1;635;9;7.4;1;1354;9;3.8;1;4.0;1;6.9;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 75106001;LUXEMBOURG;48.844667;2.333833;46;20230121;0.0;1;0.2;1;652;9;5.7;1;1425;9;2.2;1;3.0;1;5.5;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 75106001;LUXEMBOURG;48.844667;2.333833;46;20230122;0.0;1;-0.4;1;509;9;2.7;1;1415;9;1.2;1;1.2;1;3.1;1;;;;;165;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 75106001;LUXEMBOURG;48.844667;2.333833;46;20230123;0.0;1;1.2;1;1859;9;3.3;1;1352;9;2.4;1;2.3;1;2.1;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 75106001;LUXEMBOURG;48.844667;2.333833;46;20230124;0.0;1;1.6;1;559;9;3.6;1;1430;9;2.7;1;2.6;1;2.0;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 75106001;LUXEMBOURG;48.844667;2.333833;46;20230125;0.2;1;-0.1;1;1714;9;2.1;1;601;9;1.2;1;1.0;1;2.2;1;;;;;221;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 75106001;LUXEMBOURG;48.844667;2.333833;46;20230126;0.4;1;-0.3;1;2023;9;5.5;1;1821;9;3.1;1;2.6;1;5.8;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 75106001;LUXEMBOURG;48.844667;2.333833;46;20230127;0.0;1;4.5;1;2027;9;5.3;1;809;9;4.9;1;4.9;1;0.8;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 75106001;LUXEMBOURG;48.844667;2.333833;46;20230128;0.0;1;1.8;1;1755;9;4.5;1;1253;9;3.2;1;3.2;1;2.7;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 75106001;LUXEMBOURG;48.844667;2.333833;46;20230129;0.0;1;-1.4;1;743;9;5.9;1;1427;9;2.8;1;2.3;1;7.3;1;;;;;468;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 75106001;LUXEMBOURG;48.844667;2.333833;46;20230130;0.2;1;4.5;1;2349;9;9.7;1;1534;9;6.4;1;7.1;1;5.2;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 75106001;LUXEMBOURG;48.844667;2.333833;46;20230131;0.0;1;2.5;1;327;9;10.2;1;1427;9;6.8;1;6.4;1;7.7;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 75106001;LUXEMBOURG;48.844667;2.333833;46;20230201;0.0;1;7.2;1;724;9;11.0;1;1228;9;8.8;1;9.1;1;3.8;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 75106001;LUXEMBOURG;48.844667;2.333833;46;20230202;0.0;1;6.4;1;336;9;10.7;1;1214;9;8.8;1;8.6;1;4.3;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 75106001;LUXEMBOURG;48.844667;2.333833;46;20230203;0.0;1;7.9;1;704;9;10.8;1;1645;9;9.5;1;9.4;1;2.9;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 75106001;LUXEMBOURG;48.844667;2.333833;46;20230204;1.2;1;9.2;1;1043;9;10.6;1;1512;9;9.5;1;9.9;1;1.4;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 75106001;LUXEMBOURG;48.844667;2.333833;46;20230205;0.2;1;7.2;1;1735;9;11.6;1;1416;9;7.7;1;9.4;1;4.4;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 75106001;LUXEMBOURG;48.844667;2.333833;46;20230206;0.0;1;1.7;1;646;9;10.4;1;1424;9;4.7;1;6.1;1;8.7;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 75106001;LUXEMBOURG;48.844667;2.333833;46;20230207;0.2;1;0.3;1;725;9;9.0;1;1427;9;3.2;1;4.7;1;8.7;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 75106001;LUXEMBOURG;48.844667;2.333833;46;20230208;0.0;1;-1.7;1;711;9;9.2;1;1408;9;2.7;1;3.8;1;10.9;1;;;;;532;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 75106001;LUXEMBOURG;48.844667;2.333833;46;20230209;0.0;1;-1.6;1;211;9;9.1;1;1336;9;3.4;1;3.8;1;10.7;1;;;;;474;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 75106001;LUXEMBOURG;48.844667;2.333833;46;20230210;0.0;1;2.6;1;2043;9;10.8;1;1452;9;7.4;1;6.7;1;8.2;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 75106001;LUXEMBOURG;48.844667;2.333833;46;20230211;0.0;1;1.8;1;637;9;12.4;1;1103;9;7.1;1;7.1;1;10.6;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 75106001;LUXEMBOURG;48.844667;2.333833;46;20230212;0.0;1;6.8;1;1759;9;10.0;1;1510;9;7.5;1;8.4;1;3.2;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 75106001;LUXEMBOURG;48.844667;2.333833;46;20230213;0.0;1;2.2;1;656;9;14.4;1;1436;9;7.0;1;8.3;1;12.2;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 75106001;LUXEMBOURG;48.844667;2.333833;46;20230214;0.2;1;1.6;1;715;9;15.9;1;1518;9;7.1;1;8.8;1;14.3;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 75106001;LUXEMBOURG;48.844667;2.333833;46;20230215;0.0;1;3.0;1;621;9;13.3;1;1554;9;7.5;1;8.2;1;10.3;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 75106001;LUXEMBOURG;48.844667;2.333833;46;20230216;0.0;1;4.1;1;442;9;14.8;1;1421;9;10.1;1;9.5;1;10.7;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 75106001;LUXEMBOURG;48.844667;2.333833;46;20230217;0.0;1;11.3;1;241;9;16.2;1;1538;9;13.3;1;13.8;1;4.9;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 75106001;LUXEMBOURG;48.844667;2.333833;46;20230218;0.0;1;11.5;1;628;9;12.7;1;1530;9;12.0;1;12.1;1;1.2;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 75106001;LUXEMBOURG;48.844667;2.333833;46;20230219;0.0;1;10.5;1;53;9;15.2;1;1423;9;11.1;1;12.9;1;4.7;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 75106001;LUXEMBOURG;48.844667;2.333833;46;20230220;0.0;1;4.9;1;713;9;15.5;1;1529;9;8.8;1;10.2;1;10.6;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 75106001;LUXEMBOURG;48.844667;2.333833;46;20230221;0.2;1;3.0;1;601;9;18.6;1;1437;9;9.9;1;10.8;1;15.6;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 75106001;LUXEMBOURG;48.844667;2.333833;46;20230222;0.4;1;8.9;1;812;9;10.2;1;1039;9;9.6;1;9.6;1;1.3;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 75106001;LUXEMBOURG;48.844667;2.333833;46;20230223;0.0;1;6.1;1;707;9;11.4;1;948;9;9.1;1;8.8;1;5.3;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 75106001;LUXEMBOURG;48.844667;2.333833;46;20230224;0.0;1;6.7;1;804;9;13.5;1;1352;9;8.5;1;10.1;1;6.8;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 75106001;LUXEMBOURG;48.844667;2.333833;46;20230225;0.0;1;3.7;1;653;9;10.1;1;1154;9;6.4;1;6.9;1;6.4;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 75106001;LUXEMBOURG;48.844667;2.333833;46;20230226;0.0;1;0.3;1;608;9;7.5;1;1357;9;3.1;1;3.9;1;7.2;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 75106001;LUXEMBOURG;48.844667;2.333833;46;20230227;0.0;1;-0.8;1;649;9;9.5;1;1444;9;3.5;1;4.4;1;10.3;1;;;;;326;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 75106001;LUXEMBOURG;48.844667;2.333833;46;20230228;0.0;1;-1.0;1;652;9;7.9;1;1337;9;2.9;1;3.5;1;8.9;1;;;;;317;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 75106001;LUXEMBOURG;48.844667;2.333833;46;20230301;0.0;1;-1.0;1;555;9;10.2;1;1414;9;3.5;1;4.6;1;11.2;1;;;;;361;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 75106001;LUXEMBOURG;48.844667;2.333833;46;20230302;0.0;1;-0.3;1;519;9;12.1;1;1519;9;4.9;1;5.9;1;12.4;1;;;;;173;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 75106001;LUXEMBOURG;48.844667;2.333833;46;20230303;0.0;1;1.2;1;625;9;12.5;1;1409;9;4.9;1;6.9;1;11.3;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 75106001;LUXEMBOURG;48.844667;2.333833;46;20230304;0.0;1;0.8;1;449;9;6.7;1;1459;9;4.4;1;3.8;1;5.9;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 75106001;LUXEMBOURG;48.844667;2.333833;46;20230305;0.0;1;5.1;1;624;9;7.2;1;1521;9;6.2;1;6.2;1;2.1;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 75106001;LUXEMBOURG;48.844667;2.333833;46;20230306;0.0;1;4.1;1;539;9;7.9;1;1642;9;6.3;1;6.0;1;3.8;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 75106001;LUXEMBOURG;48.844667;2.333833;46;20230307;8.2;1;5.2;1;546;9;10.0;1;1325;9;7.3;1;7.6;1;4.8;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 75106001;LUXEMBOURG;48.844667;2.333833;46;20230308;17.1;1;5.5;1;102;9;15.0;1;1142;9;10.7;1;10.3;1;9.5;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 75106001;LUXEMBOURG;48.844667;2.333833;46;20230309;5.6;1;9.9;1;102;9;15.6;1;1318;9;12.4;1;12.8;1;5.7;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 75106001;LUXEMBOURG;48.844667;2.333833;46;20230310;1.0;1;5.4;1;1612;9;9.6;1;739;9;7.8;1;7.5;1;4.2;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 75106001;LUXEMBOURG;48.844667;2.333833;46;20230311;0.8;1;3.6;1;531;9;10.2;1;548;9;6.6;1;6.9;1;6.6;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 75106001;LUXEMBOURG;48.844667;2.333833;46;20230312;1.0;1;7.6;1;2149;9;15.0;1;1336;9;12.2;1;11.3;1;7.4;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 75106001;LUXEMBOURG;48.844667;2.333833;46;20230313;0.8;1;12.3;1;2100;9;16.8;1;1116;9;13.9;1;14.6;1;4.5;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 75106001;LUXEMBOURG;48.844667;2.333833;46;20230314;2.8;1;7.5;1;1020;9;12.8;1;1238;9;8.8;1;10.2;1;5.3;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 75106001;LUXEMBOURG;48.844667;2.333833;46;20230315;0.0;1;3.3;1;617;9;12.2;1;1334;9;8.4;1;7.8;1;8.9;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 75106001;LUXEMBOURG;48.844667;2.333833;46;20230316;0.0;1;6.2;1;609;9;18.9;1;1456;9;12.0;1;12.6;1;12.7;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 75106001;LUXEMBOURG;48.844667;2.333833;46;20230317;2.6;1;9.8;1;212;9;17.4;1;958;9;13.1;1;13.6;1;7.6;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 75106001;LUXEMBOURG;48.844667;2.333833;46;20230318;0.8;1;9.7;1;606;9;17.3;1;1540;9;13.1;1;13.5;1;7.6;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 75106001;LUXEMBOURG;48.844667;2.333833;46;20230319;1.2;1;9.8;1;1126;9;13.3;1;1546;9;10.3;1;11.6;1;3.5;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 75106001;LUXEMBOURG;48.844667;2.333833;46;20230320;0.4;1;4.3;1;244;9;15.7;1;1346;9;11.0;1;10.0;1;11.4;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 75106001;LUXEMBOURG;48.844667;2.333833;46;20230321;0.0;1;9.8;1;609;9;16.7;1;1500;9;12.9;1;13.3;1;6.9;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 75106001;LUXEMBOURG;48.844667;2.333833;46;20230322;1.2;1;9.8;1;301;9;15.0;1;1612;9;12.5;1;12.4;1;5.2;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 75106001;LUXEMBOURG;48.844667;2.333833;46;20230323;0.8;1;12.2;1;614;9;17.1;1;1352;9;14.3;1;14.7;1;4.9;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 75106001;LUXEMBOURG;48.844667;2.333833;46;20230324;4.4;1;11.5;1;1759;9;16.5;1;1513;9;12.9;1;14.0;1;5.0;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 75106001;LUXEMBOURG;48.844667;2.333833;46;20230325;3.4;1;9.3;1;228;9;15.6;1;1457;9;12.0;1;12.5;1;6.3;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 75106001;LUXEMBOURG;48.844667;2.333833;46;20230326;0.4;1;8.6;1;146;9;14.5;1;1437;9;10.1;1;11.6;1;5.9;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 75106001;LUXEMBOURG;48.844667;2.333833;46;20230327;0.0;1;5.8;1;344;9;12.3;1;1250;9;8.3;1;9.1;1;6.5;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 75106001;LUXEMBOURG;48.844667;2.333833;46;20230328;0.0;1;4.8;1;445;9;11.2;1;1214;9;8.5;1;8.0;1;6.4;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 75106001;LUXEMBOURG;48.844667;2.333833;46;20230329;0.2;1;9.0;1;2205;9;21.6;1;1543;9;16.3;1;15.3;1;12.6;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 75106001;LUXEMBOURG;48.844667;2.333833;46;20230330;2.4;1;13.2;1;557;9;18.5;1;1352;9;15.1;1;15.9;1;5.3;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 75106001;LUXEMBOURG;48.844667;2.333833;46;20230331;3.2;1;11.8;1;26;9;16.0;1;1210;9;13.1;1;13.9;1;4.2;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 75106001;LUXEMBOURG;48.844667;2.333833;46;20230401;1.8;1;10.5;1;157;9;17.2;1;1318;9;12.0;1;13.9;1;6.7;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 75106001;LUXEMBOURG;48.844667;2.333833;46;20230402;0.0;1;7.6;1;1736;9;9.5;1;1223;9;8.2;1;8.6;1;1.9;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 75106001;LUXEMBOURG;48.844667;2.333833;46;20230403;0.0;1;5.5;1;552;9;14.7;1;1418;9;9.0;1;10.1;1;9.2;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 75106001;LUXEMBOURG;48.844667;2.333833;46;20230404;0.0;1;2.3;1;539;9;15.3;1;1547;9;8.3;1;8.8;1;13.0;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 75106001;LUXEMBOURG;48.844667;2.333833;46;20230405;0.0;1;2.5;1;422;9;18.0;1;1535;9;10.5;1;10.3;1;15.5;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 75106001;LUXEMBOURG;48.844667;2.333833;46;20230406;0.2;1;9.7;1;633;9;17.2;1;1400;9;12.0;1;13.5;1;7.5;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 75106001;LUXEMBOURG;48.844667;2.333833;46;20230407;0.0;1;7.2;1;514;9;17.4;1;1313;9;11.1;1;12.3;1;10.2;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 75106001;LUXEMBOURG;48.844667;2.333833;46;20230408;0.0;1;4.6;1;520;9;18.2;1;1458;9;10.7;1;11.4;1;13.6;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 75106001;LUXEMBOURG;48.844667;2.333833;46;20230409;0.0;1;4.7;1;545;9;20.3;1;1545;9;13.0;1;12.5;1;15.6;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 75106001;LUXEMBOURG;48.844667;2.333833;46;20230410;5.4;1;10.5;1;439;9;17.4;1;1357;9;13.1;1;14.0;1;6.9;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 75106001;LUXEMBOURG;48.844667;2.333833;46;20230411;12.5;1;8.9;1;602;9;14.3;1;1432;9;10.9;1;11.6;1;5.4;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 75106001;LUXEMBOURG;48.844667;2.333833;46;20230412;3.0;1;7.4;1;1717;9;14.7;1;1334;9;10.3;1;11.1;1;7.3;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 75106001;LUXEMBOURG;48.844667;2.333833;46;20230413;0.4;1;7.0;1;527;9;15.5;1;1603;9;10.4;1;11.3;1;8.5;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 75106001;LUXEMBOURG;48.844667;2.333833;46;20230414;14.1;1;5.5;1;430;9;10.1;1;1108;9;8.0;1;7.8;1;4.6;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 75106001;LUXEMBOURG;48.844667;2.333833;46;20230415;0.6;1;8.2;1;453;9;15.7;1;1618;9;10.6;1;12.0;1;7.5;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 75106001;LUXEMBOURG;48.844667;2.333833;46;20230416;0.0;1;5.2;1;422;9;18.8;1;1432;9;11.5;1;12.0;1;13.6;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 75106001;LUXEMBOURG;48.844667;2.333833;46;20230417;0.0;1;6.1;1;241;9;13.6;1;1535;9;10.0;1;9.9;1;7.5;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 75106001;LUXEMBOURG;48.844667;2.333833;46;20230418;0.6;1;7.1;1;502;9;18.1;1;1359;9;12.2;1;12.6;1;11.0;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 75106001;LUXEMBOURG;48.844667;2.333833;46;20230419;0.0;1;8.3;1;443;9;21.9;1;1321;9;14.4;1;15.1;1;13.6;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 75106001;LUXEMBOURG;48.844667;2.333833;46;20230420;0.0;1;7.0;1;515;9;16.0;1;1018;9;9.6;1;11.5;1;9.0;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 75106001;LUXEMBOURG;48.844667;2.333833;46;20230421;3.6;1;3.8;1;124;9;16.7;1;1602;9;9.9;1;10.3;1;12.9;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 75106001;LUXEMBOURG;48.844667;2.333833;46;20230422;4.0;1;7.0;1;28;9;18.1;1;1609;9;12.5;1;12.6;1;11.1;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 75106001;LUXEMBOURG;48.844667;2.333833;46;20230423;5.2;1;9.2;1;429;9;16.5;1;1517;9;11.6;1;12.9;1;7.3;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 75106001;LUXEMBOURG;48.844667;2.333833;46;20230424;2.4;1;8.5;1;26;9;15.7;1;1222;9;11.1;1;12.1;1;7.2;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 75106001;LUXEMBOURG;48.844667;2.333833;46;20230425;0.0;1;7.9;1;341;9;13.2;1;1322;9;9.2;1;10.6;1;5.3;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 75106001;LUXEMBOURG;48.844667;2.333833;46;20230426;1.2;1;5.0;1;203;9;15.1;1;1225;9;11.1;1;10.1;1;10.1;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 75106001;LUXEMBOURG;48.844667;2.333833;46;20230427;8.2;1;9.7;1;427;9;19.9;1;1128;9;15.2;1;14.8;1;10.2;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 75106001;LUXEMBOURG;48.844667;2.333833;46;20230428;0.2;1;15.0;1;1920;9;24.5;1;1416;9;17.6;1;19.8;1;9.5;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 75106001;LUXEMBOURG;48.844667;2.333833;46;20230429;0.0;1;10.3;1;306;9;18.6;1;1537;9;12.8;1;14.5;1;8.3;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 75106001;LUXEMBOURG;48.844667;2.333833;46;20230430;0.0;1;8.0;1;428;9;19.0;1;1129;9;13.7;1;13.5;1;11.0;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 75106001;LUXEMBOURG;48.844667;2.333833;46;20230501;4.2;1;9.6;1;200;9;18.0;1;1159;9;13.1;1;13.8;1;8.4;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 75106001;LUXEMBOURG;48.844667;2.333833;46;20230502;0.0;1;8.8;1;341;9;20.4;1;1433;9;14.8;1;14.6;1;11.6;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;
